Region,SubRegion,Country,Country Code,DrugGroup,Drug,Year,KgEquivalent
Africa,Southern Africa,Mozambique,MOZ,Cannabis-type,Marijuana (herb),2017,7614.8
Africa,Southern Africa,Mozambique,MOZ,Cocaine-type,Non-specified cocaine,2017,21.8
Africa,Southern Africa,Mozambique,MOZ,Opioids,Heroin,2017,0.5
Africa,Southern Africa,Mozambique,MOZ,Precursors,Ephedrine,2017,8
Africa,Southern Africa,Mozambique,MOZ,Sedatives and Tranquillizers,Methaqualone,2017,46.3
Africa,Southern Africa,Mozambique,MOZ,Cannabis-type,Hashish (resin),2016,0.51
Africa,Southern Africa,Mozambique,MOZ,Cannabis-type,Marijuana (herb),2016,1460.5
Africa,Southern Africa,Mozambique,MOZ,Cocaine-type,Cocaine salts,2016,0.82
Africa,Southern Africa,Mozambique,MOZ,Hallucinogens,LSD,2016,0.5
Africa,Southern Africa,Mozambique,MOZ,Opioids,Heroin,2016,1.47
Africa,Southern Africa,Mozambique,MOZ,Precursors,Ephedrine,2016,0.12
Africa,Southern Africa,Mozambique,MOZ,Sedatives and Tranquillizers,Methaqualone,2016,0.53
Africa,Southern Africa,Mozambique,MOZ,Cannabis-type,Hashish (resin),2015,1.91
Africa,Southern Africa,Mozambique,MOZ,Cannabis-type,Marijuana (herb),2015,5371.279
Africa,Southern Africa,Mozambique,MOZ,Cocaine-type,Cocaine salts,2015,9.792
Africa,Southern Africa,Mozambique,MOZ,Opioids,Heroin,2015,0.946
Africa,Southern Africa,Mozambique,MOZ,Precursors,Ephedrine,2015,61.039
Africa,Southern Africa,Mozambique,MOZ,Substances not under international control,Plant-based NPS,2015,482.4
Africa,Southern Africa,Namibia,NAM,ATS,Ecstasy-type substances,2018,0.00542
Africa,Southern Africa,Namibia,NAM,ATS,Ecstasy-type substances,2018,0.040379
Africa,Southern Africa,Namibia,NAM,ATS,Methamphetamine,2018,0
Africa,Southern Africa,Namibia,NAM,ATS,Other stimulants,2018,0.17891
Africa,Southern Africa,Namibia,NAM,Cannabis-type,Cannabis-type,2018,3002.98
Africa,Southern Africa,Namibia,NAM,Cocaine-type,Cocaine salts,2018,418.464
Africa,Southern Africa,Namibia,NAM,Cocaine-type,Crack,2018,0.223800003
Africa,Southern Africa,Namibia,NAM,Hallucinogens,LSD,2018,1.25E-07
Africa,Southern Africa,Namibia,NAM,Sedatives and Tranquillizers,Methaqualone,2018,12.366
Africa,Southern Africa,Namibia,NAM,ATS,Ecstasy-type substances,2016,0.001084
Africa,Southern Africa,Namibia,NAM,ATS,Other stimulants,2016,0.02405
Africa,Southern Africa,Namibia,NAM,Cannabis-type,Marijuana (herb),2016,677.109
Africa,Southern Africa,Namibia,NAM,Cocaine-type,Cocaine salts,2016,4.3204
Africa,Southern Africa,Namibia,NAM,Cocaine-type,Crack,2016,0.191600003
Africa,Southern Africa,Namibia,NAM,Opioids,Heroin,2016,10
Africa,Southern Africa,Namibia,NAM,Sedatives and Tranquillizers,Methaqualone,2016,0.5905
Africa,Southern Africa,Namibia,NAM,ATS,Ecstasy-type substances,2015,0.001626
Africa,Southern Africa,Namibia,NAM,ATS,Ecstasy-type substances,2015,0.004878
Africa,Southern Africa,Namibia,NAM,ATS,Methamphetamine,2015,0
Africa,Southern Africa,Namibia,NAM,ATS,Other stimulants,2015,0.455
Africa,Southern Africa,Namibia,NAM,Cannabis-type,Marijuana (herb),2015,798.79
Africa,Southern Africa,Namibia,NAM,Cocaine-type,Cocaine salts,2015,0.111
Africa,Southern Africa,Namibia,NAM,Cocaine-type,Crack,2015,0.038000001
Africa,Southern Africa,Namibia,NAM,Sedatives and Tranquillizers,Methaqualone,2015,1.5195
Africa,Southern Africa,South Africa,SAF,ATS,Ecstasy-type substances,2018,0.030894
Africa,Southern Africa,South Africa,SAF,ATS,Ecstasy-type substances,2018,6.31
Africa,Southern Africa,South Africa,SAF,ATS,Methamphetamine,2018,3
Africa,Southern Africa,South Africa,SAF,ATS,Methamphetamine,2018,110.51
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Cannabis oil,2018,3.75
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Cannabis plants,2018,807.7
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Cannabis seed,2018,0.065269999
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Hashish (resin),2018,2.31
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Marijuana (herb),2018,6914.6
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Other types of cannabis,2018,0.55
Africa,Southern Africa,South Africa,SAF,Cocaine-type,Cocaine salts,2018,131.87
Africa,Southern Africa,South Africa,SAF,Hallucinogens,Other Hallucinogens,2018,0.0295
Africa,Southern Africa,South Africa,SAF,Opioids,Heroin,2018,75.97
Africa,Southern Africa,South Africa,SAF,Opioids,Heroin,2018,0.0009
Africa,Southern Africa,South Africa,SAF,Sedatives and Tranquillizers,Methaqualone,2018,0.0625
Africa,Southern Africa,South Africa,SAF,Substances not under international control,Ketamine and phencyclidine-type substances,2018,108.08
Africa,Southern Africa,South Africa,SAF,Substances not under international control,Plant-based NPS,2018,10.26
Africa,Southern Africa,South Africa,SAF,Substances not under international control,Plant-based NPS,2018,2968.73
Africa,Southern Africa,South Africa,SAF,ATS,Ecstasy-type substances,2017,8.98
Africa,Southern Africa,South Africa,SAF,ATS,Methamphetamine,2017,483.1
Africa,Southern Africa,South Africa,SAF,ATS,Other stimulants,2017,261.481
Africa,Southern Africa,South Africa,SAF,Cocaine-type,Cocaine salts,2017,209.605
Africa,Southern Africa,South Africa,SAF,Hallucinogens,LSD,2017,4
Africa,Southern Africa,South Africa,SAF,Opioids,Heroin,2017,138.402
Africa,Southern Africa,South Africa,SAF,Precursors,Ephedrine,2017,377.245
Africa,Southern Africa,South Africa,SAF,Sedatives and Tranquillizers,Methaqualone,2017,4334.96
Africa,Southern Africa,South Africa,SAF,ATS,Ecstasy-type substances,2016,8.09
Africa,Southern Africa,South Africa,SAF,ATS,Methamphetamine,2016,439.2
Africa,Southern Africa,South Africa,SAF,Cocaine-type,Cocaine salts,2016,190.55
Africa,Southern Africa,South Africa,SAF,Hallucinogens,LSD,2016,0.01
Africa,Southern Africa,South Africa,SAF,Opioids,Heroin,2016,125.82
Africa,Southern Africa,South Africa,SAF,Precursors,Ephedrine,2016,342.95
Africa,Southern Africa,South Africa,SAF,Sedatives and Tranquillizers,Methaqualone,2016,3940.96
Africa,Southern Africa,South Africa,SAF,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2016,26.21
Africa,Southern Africa,South Africa,SAF,Substances not under international control,Synthetic cathinones,2016,237.71
Africa,Southern Africa,South Africa,SAF,ATS,Amphetamine,2015,0.00375
Africa,Southern Africa,South Africa,SAF,ATS,Amphetamine,2015,0.01
Africa,Southern Africa,South Africa,SAF,ATS,Ecstasy-type substances,2015,30
Africa,Southern Africa,South Africa,SAF,ATS,Ecstasy-type substances,2015,4.749817
Africa,Southern Africa,South Africa,SAF,ATS,Methamphetamine,2015,462.05
Africa,Southern Africa,South Africa,SAF,ATS,Other stimulants,2015,0.5
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Cannabis oil,2015,0.25
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Cannabis seed,2015,0.01027
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Hashish (resin),2015,0.1
Africa,Southern Africa,South Africa,SAF,Cannabis-type,Marijuana (herb),2015,2179.8
Africa,Southern Africa,South Africa,SAF,Cocaine-type,Cocaine salts,2015,239.4
Africa,Southern Africa,South Africa,SAF,Hallucinogens,LSD,2015,7.5E-07
Africa,Southern Africa,South Africa,SAF,Opioids,Heroin,2015,28.3
Africa,Southern Africa,South Africa,SAF,Precursors,Ephedrine,2015,140.6
Africa,Southern Africa,South Africa,SAF,Sedatives and Tranquillizers,Methaqualone,2015,16.56
Africa,Southern Africa,South Africa,SAF,Substances not under international control,Other Plant-based substances,2015,0.212
Africa,Southern Africa,South Africa,SAF,Substances not under international control,Plant-based NPS,2015,3252
Africa,Southern Africa,Zambia,ZAM,ATS,Amphetamine,2019,0.07206
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis plants,2019,109522.606
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis seed,2019,277.74954
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Marijuana (herb),2019,22452.6074
Africa,Southern Africa,Zambia,ZAM,Cocaine-type,Cocaine salts,2019,2.31566
Africa,Southern Africa,Zambia,ZAM,Opioids,Heroin,2019,4.12174954
Africa,Southern Africa,Zambia,ZAM,Opioids,Illicit morphine,2019,6.29
Africa,Southern Africa,Zambia,ZAM,Other miscellaneous,Other miscellaneous,2019,0.00727
Africa,Southern Africa,Zambia,ZAM,Precursors,Ephedrine,2019,57.106
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Other prescription medicines,2019,0.0012
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Plant-based NPS,2019,177.7499
Africa,Southern Africa,Zambia,ZAM,ATS,Other stimulants,2018,63.67
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis plants,2018,996.09
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis seed,2018,46.1362
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Hashish (resin),2018,72.54
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Marijuana (herb),2018,17327.995
Africa,Southern Africa,Zambia,ZAM,Cocaine-type,Cocaine salts,2018,13.55
Africa,Southern Africa,Zambia,ZAM,Opioids,Heroin,2018,0.19574
Africa,Southern Africa,Zambia,ZAM,Opioids,Illicit morphine,2018,0.04513
Africa,Southern Africa,Zambia,ZAM,Sedatives and Tranquillizers,Benzodiazepines,2018,6E-05
Africa,Southern Africa,Zambia,ZAM,Sedatives and Tranquillizers,Benzodiazepines,2018,0.5701
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Non-specified substances not under int. control,2018,0.003858
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Other prescription medicines,2018,0.00154
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Plant-based NPS,2018,200.52
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis oil,2017,46.135
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis plants,2017,997.191
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Hashish (resin),2017,72.537
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Marijuana (herb),2017,17327.959
Africa,Southern Africa,Zambia,ZAM,Cocaine-type,Cocaine salts,2017,13.0995
Africa,Southern Africa,Zambia,ZAM,Opioids,Heroin,2017,0.19292
Africa,Southern Africa,Zambia,ZAM,Opioids,Illicit morphine,2017,0.04513
Africa,Southern Africa,Zambia,ZAM,Other miscellaneous,Other miscellaneous,2017,0.004
Africa,Southern Africa,Zambia,ZAM,Precursors,Ephedrine,2017,63.67
Africa,Southern Africa,Zambia,ZAM,Sedatives and Tranquillizers,Benzodiazepines,2017,0.5701
Africa,Southern Africa,Zambia,ZAM,Sedatives and Tranquillizers,Benzodiazepines,2017,6E-05
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Other prescription medicines,2017,0.00154
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Plant-based NPS,2017,200.52124
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis plants,2016,39355.12
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis seed,2016,124.01
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Hashish (resin),2016,3.565
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Marijuana (herb),2016,19611.22
Africa,Southern Africa,Zambia,ZAM,Cocaine-type,Cocaine salts,2016,26.17578
Africa,Southern Africa,Zambia,ZAM,Opioids,Heroin,2016,0.5617
Africa,Southern Africa,Zambia,ZAM,Opioids,Opium,2016,23.458
Africa,Southern Africa,Zambia,ZAM,Sedatives and Tranquillizers,Non-specified sedatives and tranquillizers,2016,0.1108
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Plant-based NPS,2016,283.4
Africa,Southern Africa,Zambia,ZAM,ATS,Ecstasy-type substances,2015,1.1941
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis plants,2015,114377.064
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Cannabis seed,2015,256.502
Africa,Southern Africa,Zambia,ZAM,Cannabis-type,Marijuana (herb),2015,17466.4
Africa,Southern Africa,Zambia,ZAM,Cocaine-type,Cocaine salts,2015,0.581
Africa,Southern Africa,Zambia,ZAM,Opioids,Heroin,2015,1.438
Africa,Southern Africa,Zambia,ZAM,Other miscellaneous,Other miscellaneous,2015,0.3984
Africa,Southern Africa,Zambia,ZAM,Sedatives and Tranquillizers,Barbiturates,2015,0.0586
Africa,Southern Africa,Zambia,ZAM,Sedatives and Tranquillizers,Benzodiazepines,2015,0.027
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Other prescription medicines,2015,0.06
Africa,Southern Africa,Zambia,ZAM,Substances not under international control,Plant-based NPS,2015,462.233
Africa,West and Central Africa,Benin,BEN,Cannabis-type,Marijuana (herb),2019,866.703
Africa,West and Central Africa,Benin,BEN,Cocaine-type,Cocaine salts,2019,1.123
Africa,West and Central Africa,Benin,BEN,Opioids,Heroin,2019,0.015
Africa,West and Central Africa,Benin,BEN,Opioids,Pharmaceutical opioids,2019,59194.9
Africa,West and Central Africa,Benin,BEN,Substances not under international control,Plant-based NPS,2019,2.372
Africa,West and Central Africa,Benin,BEN,ATS,Methamphetamine,2018,0.00683
Africa,West and Central Africa,Benin,BEN,Cannabis-type,Cannabis-type,2018,5987.978
Africa,West and Central Africa,Benin,BEN,Cocaine-type,Cocaine salts,2018,49.21685
Africa,West and Central Africa,Benin,BEN,Opioids,Heroin,2018,34.49565
Africa,West and Central Africa,Benin,BEN,Opioids,Pharmaceutical opioids,2018,0.073
Africa,West and Central Africa,Benin,BEN,Sedatives and Tranquillizers,Benzodiazepines,2018,0.292
Africa,West and Central Africa,Benin,BEN,ATS,Amphetamine,2017,1.126
Africa,West and Central Africa,Benin,BEN,ATS,Methamphetamine,2017,146.608
Africa,West and Central Africa,Benin,BEN,Cannabis-type,Marijuana (herb),2017,901.84911
Africa,West and Central Africa,Benin,BEN,Cocaine-type,Non-specified cocaine,2017,45.764
Africa,West and Central Africa,Benin,BEN,Opioids,Heroin,2017,10.428
Africa,West and Central Africa,Benin,BEN,Opioids,Pharmaceutical opioids,2017,49.5
Africa,West and Central Africa,Benin,BEN,Opioids,Pharmaceutical opioids,2017,0.00028
Africa,West and Central Africa,Benin,BEN,Precursors,Ephedrine,2017,152.02
Africa,West and Central Africa,Benin,BEN,Sedatives and Tranquillizers,Benzodiazepines,2017,0.00018
Africa,West and Central Africa,Benin,BEN,ATS,Methamphetamine,2016,141.52
Africa,West and Central Africa,Benin,BEN,Cannabis-type,Marijuana (herb),2016,814.438
Africa,West and Central Africa,Benin,BEN,Cocaine-type,Non-specified cocaine,2016,168.99
Africa,West and Central Africa,Benin,BEN,Opioids,Heroin,2016,1.96
Africa,West and Central Africa,Benin,BEN,Precursors,Ephedrine,2016,295.37
Africa,West and Central Africa,Benin,BEN,ATS,Methamphetamine,2015,40.6105
Africa,West and Central Africa,Benin,BEN,Cannabis-type,Marijuana (herb),2015,3760.1834
Africa,West and Central Africa,Benin,BEN,Cocaine-type,Non-specified cocaine,2015,308.207037
Africa,West and Central Africa,Benin,BEN,Opioids,Heroin,2015,40.48497
Africa,West and Central Africa,Benin,BEN,Opioids,Pharmaceutical opioids,2015,111820.0875
Africa,West and Central Africa,Burkina Faso,BKF,ATS,Non-specified ATS,2019,30010.59
Africa,West and Central Africa,Burkina Faso,BKF,Cannabis-type,Marijuana (herb),2019,3497.439
Africa,West and Central Africa,Burkina Faso,BKF,Cocaine-type,Cocaine salts,2019,1.907846
Africa,West and Central Africa,Burkina Faso,BKF,Opioids,Heroin,2019,0.02656
Africa,West and Central Africa,Burkina Faso,BKF,Cannabis-type,Cannabis-type,2018,10625.347
Africa,West and Central Africa,Burkina Faso,BKF,Cocaine-type,Cocaine salts,2018,0.005665
Africa,West and Central Africa,Burkina Faso,BKF,Non-specified,Non-specified,2018,75293
Africa,West and Central Africa,Burkina Faso,BKF,Opioids,Heroin,2018,18.603671
Africa,West and Central Africa,Cabo Verde,CVI,Cannabis-type,Marijuana (herb),2019,2390.197
Africa,West and Central Africa,Cabo Verde,CVI,Cocaine-type,Cocaine salts,2019,11073.876
Africa,West and Central Africa,Central African Republic,CAF,Cannabis-type,Hashish (resin),2017,34
Africa,West and Central Africa,Central African Republic,CAF,Cannabis-type,Marijuana (herb),2017,212
Africa,West and Central Africa,Central African Republic,CAF,Cocaine-type,Cocaine salts,2017,0.05
Africa,West and Central Africa,Central African Republic,CAF,Opioids,Heroin,2017,0.102
Africa,West and Central Africa,Central African Republic,CAF,Sedatives and Tranquillizers,Benzodiazepines,2017,96
Africa,West and Central Africa,Central African Republic,CAF,Substances not under international control,Plant-based NPS,2017,44
Africa,West and Central Africa,Chad,CHD,Cannabis-type,Hashish (resin),2016,550
Africa,West and Central Africa,Chad,CHD,Cannabis-type,Marijuana (herb),2016,640
Africa,West and Central Africa,Chad,CHD,Opioids,Pharmaceutical opioids,2016,251.2955537
Africa,West and Central Africa,Chad,CHD,Sedatives and Tranquillizers,Benzodiazepines,2016,5.124999885
Africa,West and Central Africa,Chad,CHD,Sedatives and Tranquillizers,Non-specified sedatives and tranquillizers,2016,3.101499931
Africa,West and Central Africa,Chad,CHD,Cannabis-type,Marijuana (herb),2015,298
Africa,West and Central Africa,Chad,CHD,Substances not under international control,Other prescription medicines,2015,3000
Africa,West and Central Africa,Chad,CHD,Substances not under international control,Plant-based NPS,2015,282
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Hashish (resin),2019,0.053
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Marijuana (herb),2019,27888
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cocaine-type,Crack,2019,1.395
Africa,West and Central Africa,Côte d'Ivoire,IVC,Opioids,Heroin,2019,23.967
Africa,West and Central Africa,Côte d'Ivoire,IVC,Sedatives and Tranquillizers,Non-specified sedatives and tranquillizers,2019,645.204
Africa,West and Central Africa,Côte d'Ivoire,IVC,ATS,Methamphetamine,2018,0.593
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Cannabis plants,2018,10.4
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Hashish (resin),2018,0.565
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Marijuana (herb),2018,5198
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cocaine-type,Cocaine salts,2018,1.287
Africa,West and Central Africa,Côte d'Ivoire,IVC,Opioids,Heroin,2018,1.723
Africa,West and Central Africa,Côte d'Ivoire,IVC,Opioids,Pharmaceutical opioids,2018,43942
Africa,West and Central Africa,Côte d'Ivoire,IVC,Sedatives and Tranquillizers,Non-specified sedatives and tranquillizers,2018,61.64
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Hashish (resin),2017,0.0001
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Marijuana (herb),2017,3050
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cocaine-type,Non-specified cocaine,2017,5.12
Africa,West and Central Africa,Côte d'Ivoire,IVC,Opioids,Heroin,2017,1.69
Africa,West and Central Africa,Côte d'Ivoire,IVC,Opioids,Pharmaceutical opioids,2017,26.12
Africa,West and Central Africa,Côte d'Ivoire,IVC,Precursors,Ephedrine,2017,0.916
Africa,West and Central Africa,Côte d'Ivoire,IVC,Sedatives and Tranquillizers,Benzodiazepines,2017,9.65
Africa,West and Central Africa,Côte d'Ivoire,IVC,Sedatives and Tranquillizers,Benzodiazepines,2017,0.02745
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Hashish (resin),2016,0.08
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Marijuana (herb),2016,6310
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cocaine-type,Cocaine salts,2016,48.11
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cocaine-type,Crack,2016,48.11
Africa,West and Central Africa,Côte d'Ivoire,IVC,Opioids,Heroin,2016,0.59
Africa,West and Central Africa,Côte d'Ivoire,IVC,Opioids,Pharmaceutical opioids,2016,5.89
Africa,West and Central Africa,Côte d'Ivoire,IVC,Precursors,Ephedrine,2016,0.02997
Africa,West and Central Africa,Côte d'Ivoire,IVC,Sedatives and Tranquillizers,Benzodiazepines,2016,6.55
Africa,West and Central Africa,Côte d'Ivoire,IVC,Sedatives and Tranquillizers,Other sedatives and tranquillizers,2016,0.02573
Africa,West and Central Africa,Côte d'Ivoire,IVC,ATS,Amphetamine,2015,0.0964
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Cannabis plants,2015,612.2
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Hashish (resin),2015,0.035
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cannabis-type,Marijuana (herb),2015,4020
Africa,West and Central Africa,Côte d'Ivoire,IVC,Cocaine-type,Crack,2015,18.08
